date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:23	63200/63200	---MCZ	200	added ('OK')	application/javascript	etag:W/%220%22	https://preview.colorlib.com/theme/photography/js/vendor,_bootstrap.min.js+jquery.ajaxchimp.min.js+jquery.sticky.js.pagespeed.jc.4VnHMCiQgt.js	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/js/vendor,_bootstrap.min.js+jquery.ajaxchimp.min.js+jquery.sticky.js.pagespeed.jc.4VnHMCiQgt.js	(from https://preview.colorlib.com/theme/photography/generic.html)
14:46:24	69786/69786	---MCZ	200	added ('OK')	application/javascript	etag:W/%220%22	https://preview.colorlib.com/theme/photography/js/owl.carousel.min.js+jquery.nice-select.min.js+jquery.magnific-popup.min.js+main.js.pagespeed.jc.vRYgv7iuR2.js	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/js/owl.carousel.min.js+jquery.nice-select.min.js+jquery.magnific-popup.min.js+main.js.pagespeed.jc.vRYgv7iuR2.js	(from https://preview.colorlib.com/theme/photography/generic.html)
14:46:24	44904/44904	---MCZ	200	added ('OK')	text/css	etag:W/%220%22	https://preview.colorlib.com/theme/photography/css/A.linearicons.css+owl.carousel.css+font-awesome.min.css+nice-select.css+magnific-popup.css+bootstrap.css+main.css,Mcc.RkaJONpzCk.css.pagespeed.cf.C35pHAgW2B.css	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/css/A.linearicons.css+owl.carousel.css+font-awesome.min.css+nice-select.css+magnific-popup.css+bootstrap.css+main.css,Mcc.RkaJONpzCk.css.pagespeed.cf.C35pHAgW2B.css	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:24	14520/14520	---M--	200	added ('OK')	image/jpeg	etag:%2238b8-565a3f4577440%22	https://preview.colorlib.com/theme/photography/img/elements/d.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/d.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:25	1879/1879	---M--	200	added ('OK')	image/jpeg	etag:%22757-565a3f475f8c0%22	https://preview.colorlib.com/theme/photography/img/elements/f1.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/f1.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:25	1957/1957	---M--	200	added ('OK')	image/jpeg	etag:%227a5-565a3f4853b00%22	https://preview.colorlib.com/theme/photography/img/elements/f2.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/f2.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:26	2423/2423	---M--	200	added ('OK')	image/jpeg	etag:%22977-565a3f4a3bf80%22	https://preview.colorlib.com/theme/photography/img/elements/f3.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/f3.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:26	1559/1559	---M--	200	added ('OK')	image/jpeg	etag:%22617-565a3f4a3bf80%22	https://preview.colorlib.com/theme/photography/img/elements/f4.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/f4.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:27	1825/1825	---M--	200	added ('OK')	image/jpeg	etag:%22721-565a3f4b301c0%22	https://preview.colorlib.com/theme/photography/img/elements/f5.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/f5.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:27	1427/1427	---M--	200	added ('OK')	image/jpeg	etag:%22593-565a3f4b301c0%22	https://preview.colorlib.com/theme/photography/img/elements/f6.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/f6.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:27	1516/1516	---M--	200	added ('OK')	image/jpeg	etag:%225ec-565a3f4d18640%22	https://preview.colorlib.com/theme/photography/img/elements/f7.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/f7.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:28	1343/1343	---M--	200	added ('OK')	image/jpeg	etag:%2253f-565a3f4d18640%22	https://preview.colorlib.com/theme/photography/img/elements/f8.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/f8.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:28	124531/124531	---M--	200	added ('OK')	image/jpeg	etag:%221e673-565a3f55ada80%22	https://preview.colorlib.com/theme/photography/img/elements/g1.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/g1.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:30	116798/116798	---M--	200	added ('OK')	image/jpeg	etag:%221c83e-565a3f52d13c0%22	https://preview.colorlib.com/theme/photography/img/elements/g2.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/g2.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:30	81581/81581	---M--	200	added ('OK')	image/jpeg	etag:%2213ead-565a3f65e40c0%22	https://preview.colorlib.com/theme/photography/img/elements/g3.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/g3.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:31	84926/84926	---M--	200	added ('OK')	image/jpeg	etag:%2214bbe-565a3f611f580%22	https://preview.colorlib.com/theme/photography/img/elements/g4.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/g4.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:32	74445/74445	---M--	200	added ('OK')	image/jpeg	etag:%22122cd-565a3f6c91080%22	https://preview.colorlib.com/theme/photography/img/elements/g6.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/g6.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:32	64607/64607	---M--	200	added ('OK')	image/jpeg	etag:%22fc5f-565a3f66d8300%22	https://preview.colorlib.com/theme/photography/img/elements/g5.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/g5.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:33	16790/16790	---M--	200	added ('OK')	image/jpeg	etag:%224196-565a3f6f6d740%22	https://preview.colorlib.com/theme/photography/img/elements/g8.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/g8.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:33	157297/157297	---M--	200	added ('OK')	image/jpeg	etag:%2226671-565a3f761a700%22	https://preview.colorlib.com/theme/photography/img/elements/g7.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/elements/g7.jpg	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:33	51143/51143	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c7c7-565a3f8097fc0%22	https://preview.colorlib.com/theme/photography/js/vendor/bootstrap.min.js	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/js/vendor/bootstrap.min.js	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:34	40402/40402	---MCZ	200	added ('OK')	application/javascript	etag:W/%229dd2-565a3f25fea00%22	https://preview.colorlib.com/theme/photography/js/owl.carousel.min.js	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:34	5739/5739	---MCZ	200	added ('OK')	application/javascript	etag:W/%22166b-565a3f15c83c0%22	https://preview.colorlib.com/theme/photography/js/jquery.sticky.js	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/js/jquery.sticky.js	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:34	2942/2942	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b7e-565a3f13dff40%22	https://preview.colorlib.com/theme/photography/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/js/jquery.nice-select.min.js	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:35	6661/6661	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a05-565a3f1c75380%22	https://preview.colorlib.com/theme/photography/js/parallax.min.js	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/js/parallax.min.js	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:35	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ef8-565a3f13dff40%22	https://preview.colorlib.com/theme/photography/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/js/jquery.magnific-popup.min.js	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:36	4303/4303	---MCZ	200	added ('OK')	application/javascript	etag:W/%2210cf-565a3f15c83c0%22	https://preview.colorlib.com/theme/photography/js/main.js	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/js/main.js	(from https://preview.colorlib.com/theme/photography/elements.html)
14:46:37	47538/47538	---MCZ	200	added ('OK')	text/css	etag:W/%220%22	https://preview.colorlib.com/theme/photography/css/A.linearicons.css+font-awesome.min.css+magnific-popup.css+nice-select.css+owl.carousel.css+simplelightbox.min.css+bootstrap.css+main.css,Mcc.4Znbg69Cl-.css.pagespeed.cf.7zmIVHCQiF.css	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/css/A.linearicons.css+font-awesome.min.css+magnific-popup.css+nice-select.css+owl.carousel.css+simplelightbox.min.css+bootstrap.css+main.css,Mcc.4Znbg69Cl-.css.pagespeed.cf.7zmI	(from https://preview.colorlib.com/theme/photography/index.html)
14:46:37	294741/294741	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xslider1.jpg.pagespeed.ic.YaKOCOKLkW.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xslider1.jpg.pagespeed.ic.YaKOCOKLkW.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:03	229721/229721	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xslider3.jpg.pagespeed.ic.UfkfZiwZKF.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xslider3.jpg.pagespeed.ic.UfkfZiwZKF.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:03	310953/310953	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xslider2.jpg.pagespeed.ic.f3-_zdi7ma.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xslider2.jpg.pagespeed.ic.f3-_zdi7ma.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:03	60046/60046	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp1.jpg.pagespeed.ic.9UoHdCwWxA.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp1.jpg.pagespeed.ic.9UoHdCwWxA.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:04	36020/36020	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp2.jpg.pagespeed.ic.JJZ8XlgmvJ.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp2.jpg.pagespeed.ic.JJZ8XlgmvJ.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:04	16978/16978	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp3.jpg.pagespeed.ic.GqMjBesZHV.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp3.jpg.pagespeed.ic.GqMjBesZHV.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:05	37054/37054	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp4.jpg.pagespeed.ic.bxQCkqRnP6.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp4.jpg.pagespeed.ic.bxQCkqRnP6.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:05	15490/15490	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp5.jpg.pagespeed.ic._fYF7FSKyZ.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp5.jpg.pagespeed.ic._fYF7FSKyZ.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:05	62625/62625	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp6.jpg.pagespeed.ic.-Y8NGX1Xnj.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp6.jpg.pagespeed.ic.-Y8NGX1Xnj.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:08	34257/34257	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp7.jpg.pagespeed.ic.OdT3gCeLjF.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp7.jpg.pagespeed.ic.OdT3gCeLjF.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:08	49924/49924	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp8.jpg.pagespeed.ic.nUnng0AD9n.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp8.jpg.pagespeed.ic.nUnng0AD9n.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:08	37187/37187	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp9.jpg.pagespeed.ic.tm7oBiYp80.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp9.jpg.pagespeed.ic.tm7oBiYp80.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:09	74549/74549	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp10.jpg.pagespeed.ic.xYmbWlaZ05.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp10.jpg.pagespeed.ic.xYmbWlaZ05.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:09	53569/53569	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp11.jpg.pagespeed.ic.YT1MChsL-p.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp11.jpg.pagespeed.ic.YT1MChsL-p.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:10	19079/19079	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp12.jpg.pagespeed.ic.XGREdA26Dn.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp12.jpg.pagespeed.ic.XGREdA26Dn.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:10	58362/58362	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp13.jpg.pagespeed.ic.yU3Z8SAYmi.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp13.jpg.pagespeed.ic.yU3Z8SAYmi.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:10	11560/11560	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp14.jpg.pagespeed.ic.IwGBP04z6f.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp14.jpg.pagespeed.ic.IwGBP04z6f.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:11	54971/54971	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp15.jpg.pagespeed.ic.CSPfgKGK6L.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp15.jpg.pagespeed.ic.CSPfgKGK6L.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:11	19928/19928	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xp16.jpg.pagespeed.ic.VbGlCFMkbf.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xp16.jpg.pagespeed.ic.VbGlCFMkbf.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:11	9441/9441	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xb1.jpg.pagespeed.ic.2GNmxXBCxy.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xb1.jpg.pagespeed.ic.2GNmxXBCxy.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:12	811/811	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xuser.png.pagespeed.ic.PVby7EqVex.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xuser.png.pagespeed.ic.PVby7EqVex.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:13	4714/4714	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xb2.jpg.pagespeed.ic.t-_Xe-nMmN.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xb2.jpg.pagespeed.ic.t-_Xe-nMmN.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:13	16685/16685	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xb3.jpg.pagespeed.ic.Amd-Zplp8z.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xb3.jpg.pagespeed.ic.Amd-Zplp8z.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
14:47:14	129878/129878	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://preview.colorlib.com/theme/photography/img/xcontact-img.jpg.pagespeed.ic.QX2pLlv6fM.jpg	C:/My%20Web%20Sites/dgd/preview.colorlib.com/theme/photography/img/xcontact-img.jpg.pagespeed.ic.QX2pLlv6fM.jpg	(from https://preview.colorlib.com/theme/photography/index.html)
